Date,0-9,,Oct-19,,20-29,,30-39,,40-49,,50-59,,60-69,,70-79,,80-89,,90+,
20-May-21,0,,0,,1,,2,,2,,15,,38,,158,,379,,315,
21-May-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
22-May-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
23-May-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
24-May-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
25-May-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
26-May-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
27-May-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
28-May-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
29-May-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
30-May-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
31-May-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
1-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
2-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
3-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
4-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
5-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
6-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
7-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,379,0,315,0
8-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,-1,380,1,315,0
9-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
10-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
11-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
12-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
13-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
14-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
15-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
16-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
17-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
18-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
19-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
20-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
21-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
22-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
23-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
24-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
25-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
26-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
27-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
28-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
29-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
30-Jun-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
1-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
2-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
3-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
4-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
5-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
6-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
7-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
8-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
9-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
10-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
11-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,315,0
12-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,157,0,380,0,316,1
13-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,1,380,0,316,0
14-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,380,0,316,0
15-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,380,0,316,0
16-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,380,0,316,0
17-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,380,0,316,0
18-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,380,0,316,0
19-Jul-21,0,0,0,0,1,0,2,0,2,0,15,0,38,0,158,0,381,1,317,1
20-Jul-21,0,0,0,0,1,0,2,0,2,0,16,1,38,0,158,0,381,0,317,0
21-Jul-21,0,0,0,0,1,0,2,0,2,0,16,0,38,0,158,0,381,0,317,0
22-Jul-21,0,0,0,0,1,0,2,0,2,0,16,0,38,0,158,0,381,0,317,0
23-Jul-21,0,0,0,0,1,0,2,0,2,0,16,0,38,0,158,0,381,0,317,0
24-Jul-21,0,0,0,0,1,0,2,0,2,0,16,0,38,0,158,0,381,0,317,0
25-Jul-21,0,0,0,0,1,0,2,0,2,0,16,0,38,0,158,0,381,0,317,0
26-Jul-21,0,0,0,0,1,0,3,1,2,0,16,0,38,0,159,1,382,1,317,0
27-Jul-21,0,0,0,0,1,0,3,0,2,0,16,0,38,0,159,0,384,2,317,0
28-Jul-21,0,0,0,0,1,0,3,0,2,0,16,0,38,0,159,0,384,0,318,1
29-Jul-21,0,0,0,0,1,0,3,0,2,0,16,0,38,0,159,0,385,1,319,1
30-Jul-21,0,0,0,0,1,0,3,0,2,0,16,0,38,0,159,0,385,0,319,0
31-Jul-21,0,0,0,0,1,0,3,0,2,0,16,0,38,0,159,0,385,0,319,0
1-Aug-21,0,0,0,0,1,0,3,0,2,0,16,0,38,0,159,0,385,0,319,0
2-Aug-21,0,0,0,0,1,0,3,0,2,0,16,0,39,1,159,0,385,0,320,1
3-Aug-21,0,0,0,0,1,0,3,0,2,0,16,0,39,0,159,0,385,0,320,0
4-Aug-21,0,0,0,0,1,0,3,0,2,0,16,0,39,0,159,0,386,1,320,0
5-Aug-21,0,0,0,0,2,1,3,0,2,0,16,0,40,1,159,0,386,0,320,0
6-Aug-21,0,0,0,0,2,0,3,0,2,0,16,0,40,0,159,0,386,0,320,0
7-Aug-21,0,0,0,0,2,0,3,0,2,0,16,0,40,0,159,0,386,0,320,0
8-Aug-21,0,0,0,0,2,0,3,0,2,0,16,0,40,0,159,0,386,0,320,0
9-Aug-21,0,0,0,0,2,0,3,0,2,0,16,0,40,0,159,0,386,0,320,0
10-Aug-21,0,0,0,0,2,0,3,0,2,0,16,0,40,0,159,0,386,0,320,0
11-Aug-21,0,0,0,0,2,0,3,0,2,0,16,0,40,0,159,0,386,0,320,0
12-Aug-21,0,0,0,0,2,0,3,0,2,0,16,0,40,0,159,0,386,0,320,0
13-Aug-21,0,0,0,0,2,0,4,1,3,1,16,0,44,4,161,2,394,8,325,5
14-Aug-21,0,0,0,0,2,0,4,0,3,0,16,0,44,0,161,0,394,0,325,0
15-Aug-21,0,0,0,0,2,0,4,0,3,0,16,0,44,0,161,0,394,0,325,0
16-Aug-21,0,0,0,0,2,0,4,0,5,2,16,0,44,0,166,5,401,7,326,1
17-Aug-21,0,0,0,0,2,0,5,1,5,0,17,1,44,0,167,1,399,-2,328,2
18-Aug-21,0,0,0,0,2,0,4,-1,5,0,17,0,45,1,169,2,400,1,328,0
19-Aug-21,0,0,1,1,2,0,4,0,5,0,17,0,45,0,169,0,401,1,328,0
20-Aug-21,0,0,1,0,2,0,4,0,5,0,17,0,45,0,169,0,403,2,328,0
21-Aug-21,0,0,1,0,2,0,4,0,5,0,17,0,45,0,169,0,403,0,328,0
22-Aug-21,0,0,1,0,2,0,4,0,5,0,17,0,45,0,169,0,403,0,328,0
23-Aug-21,0,0,1,0,2,0,4,0,5,0,17,0,46,1,171,2,408,5,330,2
24-Aug-21,0,0,1,0,2,0,4,0,5,0,17,0,46,0,171,0,409,1,330,0
25-Aug-21,0,0,1,0,2,0,5,1,5,0,17,0,46,0,171,0,409,0,330,0
26-Aug-21,0,0,1,0,2,0,6,1,5,0,17,0,48,2,171,0,410,1,330,0
27-Aug-21,0,0,1,0,2,0,6,0,5,0,17,0,48,0,172,1,410,0,331,1
28-Aug-21,0,0,1,0,2,0,6,0,5,0,17,0,48,0,172,0,410,0,331,0
29-Aug-21,0,0,1,0,2,0,6,0,5,0,17,0,48,0,172,0,410,0,331,0
30-Aug-21,0,0,1,0,2,0,6,0,5,0,17,0,49,1,177,5,414,4,331,0
31-Aug-21,0,0,1,0,2,0,6,0,5,0,19,2,49,0,177,0,415,1,332,1
1-Sep-21,0,0,1,0,2,0,6,0,6,1,20,1,51,2,178,1,418,3,332,0
2-Sep-21,0,0,1,0,2,0,6,0,6,0,21,1,51,0,180,2,420,2,332,0
3-Sep-21,0,0,1,0,2,0,6,0,6,0,21,0,53,2,187,7,422,2,333,1
4-Sep-21,0,0,1,0,2,0,6,0,6,0,21,0,53,0,187,0,422,0,333,0
5-Sep-21,0,0,1,0,2,0,6,0,6,0,21,0,53,0,187,0,422,0,333,0
6-Sep-21,0,0,1,0,2,0,6,0,6,0,24,3,55,2,188,1,425,3,336,3
7-Sep-21,0,0,1,0,3,1,6,0,6,0,25,1,56,1,192,4,427,2,337,1
8-Sep-21,0,0,1,0,3,0,6,0,7,1,25,0,56,0,195,3,429,2,337,0
9-Sep-21,0,0,1,0,3,0,6,0,8,1,25,0,56,0,197,2,430,1,337,0
10-Sep-21,0,0,1,0,3,0,8,2,10,2,27,2,59,3,200,3,432,2,337,0
11-Sep-21,0,0,1,0,3,0,8,0,10,0,27,0,59,0,200,0,432,0,337,0
12-Sep-21,0,0,1,0,3,0,8,0,10,0,27,0,59,0,200,0,432,0,337,0
13-Sep-21,0,0,1,0,4,1,8,0,11,1,30,3,60,1,202,2,440,8,340,3
14-Sep-21,0,0,1,0,5,1,8,0,11,0,31,1,62,2,203,1,442,2,341,1
15-Sep-21,0,0,1,0,5,0,9,1,12,1,33,2,63,1,206,3,444,2,341,0
16-Sep-21,0,0,1,0,5,0,9,0,13,1,36,3,67,4,208,2,446,2,342,1
17-Sep-21,0,0,1,0,7,2,9,0,14,1,37,1,70,3,212,4,449,3,343,1
18-Sep-21,0,0,1,0,7,0,9,0,14,0,37,0,70,0,212,0,449,0,343,0
19-Sep-21,0,0,1,0,7,0,9,0,14,0,37,0,70,0,212,0,449,0,343,0
20-Sep-21,0,0,1,0,7,0,9,0,15,1,39,2,75,5,219,7,456,7,345,2
21-Sep-21,0,0,1,0,7,0,9,0,15,0,41,2,76,1,223,4,462,6,345,0
22-Sep-21,0,0,1,0,7,0,9,0,15,0,43,2,77,1,224,1,465,3,345,0
23-Sep-21,0,0,1,0,7,0,9,0,15,0,45,2,79,2,226,2,471,6,347,2
24-Sep-21,0,0,1,0,7,0,9,0,16,1,46,1,79,0,227,1,475,4,348,1
25-Sep-21,0,0,1,0,7,0,9,0,16,0,46,0,79,0,227,0,475,0,348,0
26-Sep-21,0,0,1,0,7,0,9,0,16,0,46,0,79,0,227,0,475,0,348,0
27-Sep-21,0,0,1,0,7,0,9,0,18,2,48,2,87,8,236,9,486,11,352,4
28-Sep-21,0,0,1,0,7,0,9,0,19,1,50,2,88,1,239,3,490,4,353,1
29-Sep-21,0,0,1,0,7,0,9,0,21,2,52,2,91,3,242,3,497,7,357,4
30-Sep-21,0,0,1,0,7,0,9,0,21,0,54,2,94,3,248,6,504,7,361,4
1-Oct-21,0,0,1,0,7,0,9,0,21,0,55,1,94,0,252,4,507,3,361,0
2-Oct-21,0,0,1,0,7,0,9,0,21,0,55,0,94,0,252,0,507,0,361,0
3-Oct-21,0,0,1,0,7,0,9,0,21,0,55,0,94,0,252,0,507,0,361,0
4-Oct-21,0,0,1,0,7,0,9,0,21,0,55,0,94,0,252,0,507,0,361,0
5-Oct-21,0,0,1,0,7,0,10,1,22,1,59,4,111,17,262,10,515,8,363,2
6-Oct-21,0,0,1,0,7,0,10,0,22,0,59,0,111,0,262,0,515,0,363,0
7-Oct-21,0,0,1,0,8,1,10,0,23,1,62,3,117,6,279,17,525,10,367,4
8-Oct-21,0,0,1,0,8,0,10,0,23,0,65,3,118,1,284,5,531,6,367,0
9-Oct-21,0,0,1,0,8,0,10,0,23,0,65,0,118,0,284,0,531,0,367,0
10-Oct-21,0,0,1,0,8,0,10,0,23,0,65,0,118,0,284,0,531,0,367,0
11-Oct-21,0,0,1,0,8,0,10,0,26,3,70,5,124,6,297,13,536,5,371,4
12-Oct-21,0,0,1,0,8,0,10,0,27,1,72,2,125,1,300,3,542,6,372,1
13-Oct-21,0,0,1,0,8,0,10,0,27,0,72,0,125,0,300,0,542,0,372,0
14-Oct-21,0,0,1,0,8,0,10,0,27,0,78,6,134,9,313,13,551,9,376,4
15-Oct-21,0,0,4,3,15,7,17,7,51,24,151,73,239,105,487,174,741,190,449,73
16-Oct-21,0,0,4,0,15,0,17,0,51,0,151,0,239,0,487,0,741,0,449,0
17-Oct-21,0,0,4,0,15,0,17,0,51,0,151,0,239,0,487,0,741,0,449,0
18-Oct-21,0,0,6,2,15,0,19,2,51,0,162,11,255,16,501,14,757,16,455,6
19-Oct-21,0,0,6,0,15,0,19,0,51,0,162,0,261,6,511,10,766,9,461,6
20-Oct-21,0,0,2,-4,8,-7,11,-8,28,-23,88,-74,144,-117,328,-183,576,-190,390,-71
21-Oct-21,0,0,2,0,8,0,11,0,29,1,90,2,148,4,331,3,580,4,391,1
22-Oct-21,0,0,2,0,8,0,11,0,29,0,90,0,148,0,331,0,580,0,391,0
23-Oct-21,0,0,2,0,8,0,12,1,29,0,90,0,148,0,333,2,581,1,392,1
24-Oct-21,0,0,2,0,8,0,12,0,29,0,90,0,148,0,333,0,581,0,392,0
25-Oct-21,0,0,2,0,9,1,12,0,31,2,91,1,157,9,348,15,596,15,401,9
26-Oct-21,0,0,2,0,9,0,12,0,31,0,91,0,157,0,348,0,601,5,401,0
27-Oct-21,0,0,2,0,9,0,14,2,32,1,91,0,161,4,350,2,607,6,403,2
28-Oct-21,0,0,2,0,9,0,14,0,33,1,93,2,163,2,356,6,617,10,407,4
29-Oct-21,0,0,2,0,9,0,14,0,35,2,94,1,165,2,357,1,618,1,413,6
30-Oct-21,0,0,2,0,9,0,14,0,35,0,94,0,165,0,357,0,618,0,413,0
31-Oct-21,0,0,2,0,9,0,14,0,35,0,94,0,165,0,357,0,618,0,413,0
1-Nov-21,0,0,2,0,9,0,14,0,35,0,95,1,172,7,370,13,627,9,418,5
2-Nov-21,0,0,2,0,9,0,14,0,35,0,97,2,175,3,372,2,631,4,419,1
3-Nov-21,0,0,2,0,9,0,14,0,35,0,98,1,177,2,377,5,636,5,420,1
4-Nov-21,0,0,2,0,9,0,15,1,35,0,98,0,180,3,377,0,641,5,422,2
5-Nov-21,0,0,2,0,9,0,15,0,36,1,101,3,181,1,378,1,648,7,424,2
6-Nov-21,0,0,2,0,9,0,15,0,36,0,101,0,181,0,378,0,648,0,424,0
7-Nov-21,0,0,2,0,9,0,15,0,36,0,101,0,181,0,378,0,648,0,424,0
8-Nov-21,0,0,2,0,9,0,18,3,36,0,103,2,187,6,388,10,657,9,427,3
9-Nov-21,0,0,2,0,9,0,18,0,36,0,105,2,188,1,390,2,662,5,431,4
10-Nov-21,0,0,2,0,9,0,19,1,37,1,105,0,192,4,395,5,665,3,433,2
11-Nov-21,0,0,2,0,9,0,19,0,37,0,105,0,193,1,397,2,667,2,433,0
12-Nov-21,0,0,2,0,9,0,19,0,37,0,105,0,195,2,401,4,670,3,434,1
13-Nov-21,0,0,2,0,9,0,19,0,37,0,105,0,195,0,401,0,670,0,434,0
14-Nov-21,0,0,2,0,9,0,19,0,37,0,105,0,195,0,401,0,670,0,434,0
15-Nov-21,0,0,2,0,9,0,19,0,38,1,105,0,197,2,406,5,674,4,437,3
16-Nov-21,0,0,2,0,9,0,19,0,38,0,105,0,198,1,411,5,676,2,439,2
17-Nov-21,0,0,2,0,9,0,19,0,38,0,106,1,200,2,412,1,680,4,440,1
18-Nov-21,0,0,2,0,9,0,19,0,40,2,109,3,202,2,413,1,687,7,441,1
19-Nov-21,0,0,2,0,9,0,19,0,41,1,111,2,206,4,414,1,690,3,441,0
20-Nov-21,0,0,2,0,9,0,19,0,41,0,111,0,206,0,414,0,690,0,441,0
21-Nov-21,0,0,2,0,9,0,19,0,41,0,111,0,206,0,414,0,690,0,441,0
22-Nov-21,1,1,2,0,9,0,19,0,42,1,112,1,207,1,417,3,694,4,445,4
23-Nov-21,1,0,2,0,9,0,19,0,42,0,113,1,208,1,425,8,702,8,448,3
24-Nov-21,1,0,2,0,9,0,19,0,42,0,113,0,210,2,426,1,703,1,449,1
25-Nov-21,1,0,2,0,9,0,19,0,42,0,113,0,210,0,428,2,704,1,450,1
26-Nov-21,1,0,2,0,9,0,19,0,41,-1,113,0,210,0,429,1,708,4,453,3
27-Nov-21,1,0,2,0,9,0,19,0,41,0,113,0,210,0,429,0,708,0,453,0
28-Nov-21,1,0,2,0,9,0,19,0,41,0,113,0,210,0,429,0,708,0,453,0
29-Nov-21,1,0,2,0,9,0,19,0,41,0,113,0,211,1,431,2,711,3,454,1
30-Nov-21,1,0,2,0,9,0,19,0,41,0,115,2,212,1,434,3,712,1,455,1
1-Dec-21,1,0,2,0,9,0,19,0,42,1,115,0,213,1,437,3,713,1,455,0
2-Dec-21,1,0,2,0,9,0,19,0,42,0,117,2,214,1,439,2,716,3,457,2
3-Dec-21,1,0,2,0,9,0,19,0,42,0,117,0,216,2,442,3,719,3,460,3
4-Dec-21,1,0,2,0,9,0,19,0,42,0,117,0,216,0,442,0,719,0,460,0
5-Dec-21,1,0,2,0,9,0,19,0,42,0,117,0,216,0,442,0,719,0,460,0
6-Dec-21,1,0,2,0,9,0,19,0,43,1,118,1,217,1,449,7,725,6,468,8
7-Dec-21,1,0,2,0,9,0,19,0,44,1,118,0,217,0,450,1,729,4,470,2
8-Dec-21,1,0,2,0,9,0,19,0,44,0,118,0,217,0,451,1,734,5,471,1
9-Dec-21,1,0,2,0,9,0,20,1,44,0,119,1,218,1,453,2,735,1,475,4
10-Dec-21,1,0,2,0,9,0,20,0,44,0,120,1,217,-1,454,1,735,0,475,0
11-Dec-21,1,0,2,0,9,0,20,0,44,0,120,0,217,0,454,0,735,0,475,0
12-Dec-21,1,0,2,0,9,0,20,0,44,0,120,0,217,0,454,0,735,0,475,0
13-Dec-21,1,0,2,0,9,0,20,0,44,0,121,1,220,3,459,5,743,8,482,7
14-Dec-21,1,0,2,0,9,0,20,0,44,0,122,1,221,1,462,3,745,2,482,0
15-Dec-21,1,0,2,0,9,0,20,0,44,0,122,0,221,0,464,2,745,0,484,2
16-Dec-21,1,0,2,0,9,0,20,0,44,0,122,0,222,1,467,3,747,2,487,3
17-Dec-21,1,0,2,0,9,0,20,0,44,0,122,0,224,2,468,1,750,3,489,2
18-Dec-21,1,0,2,0,9,0,20,0,44,0,122,0,224,0,468,0,750,0,489,0
19-Dec-21,1,0,2,0,9,0,20,0,44,0,122,0,224,0,468,0,750,0,489,0
20-Dec-21,1,0,2,0,9,0,20,0,44,0,123,1,225,1,473,5,756,6,493,4
21-Dec-21,1,0,2,0,9,0,20,0,44,0,124,1,224,-1,475,2,760,4,494,1
22-Dec-21,1,0,2,0,9,0,20,0,44,0,123,-1,225,1,475,0,761,1,496,2
23-Dec-21,1,0,2,0,9,0,20,0,45,1,123,0,229,4,477,2,761,0,501,5
24-Dec-21,1,0,2,0,9,0,20,0,46,1,124,1,229,0,481,4,762,1,503,2
25-Dec-21,1,0,2,0,9,0,20,0,46,0,124,0,229,0,481,0,762,0,503,0
26-Dec-21,1,0,2,0,9,0,20,0,46,0,124,0,229,0,481,0,762,0,503,0
27-Dec-21,1,0,2,0,9,0,20,0,46,0,124,0,229,0,481,0,764,2,504,1
28-Dec-21,1,0,2,0,9,0,20,0,46,0,124,0,229,0,481,0,765,1,505,1
29-Dec-21,1,0,2,0,9,0,20,0,46,0,125,1,229,0,486,5,771,6,509,4
30-Dec-21,1,0,2,0,9,0,20,0,46,0,126,1,231,2,491,5,775,4,511,2
31-Dec-21,1,0,2,0,9,0,20,0,47,1,126,0,232,1,496,5,778,3,513,2
1-Jan-22,1,0,2,0,9,0,20,0,47,0,126,0,232,0,496,0,778,0,513,0
2-Jan-22,1,0,2,0,9,0,20,0,47,0,126,0,232,0,496,0,778,0,513,0
3-Jan-22,1,0,2,0,9,0,20,0,47,0,127,1,236,4,504,8,786,8,517,4
4-Jan-22,1,0,2,0,9,0,20,0,47,0,128,1,236,0,505,1,789,3,518,1
5-Jan-22,1,0,2,0,9,0,20,0,48,1,129,1,237,1,511,6,792,3,522,4
6-Jan-22,1,0,2,0,11,2,20,0,49,1,129,0,240,3,511,0,795,3,526,4
7-Jan-22,1,0,2,0,11,0,20,0,49,0,130,1,242,2,514,3,802,7,530,4
8-Jan-22,1,0,2,0,11,0,20,0,49,0,130,0,242,0,514,0,802,0,530,0
9-Jan-22,1,0,2,0,11,0,20,0,49,0,130,0,242,0,514,0,802,0,530,0
10-Jan-22,2,1,2,0,10,-1,22,2,49,0,132,2,245,3,529,15,813,11,542,12
11-Jan-22,2,0,2,0,10,0,22,0,49,0,132,0,245,0,533,4,821,8,544,2
12-Jan-22,3,1,2,0,10,0,24,2,50,1,135,3,252,7,539,6,825,4,549,5
13-Jan-22,3,0,2,0,10,0,24,0,50,0,136,1,258,6,556,17,848,23,571,22
14-Jan-22,3,0,2,0,10,0,25,1,52,2,137,1,266,8,564,8,869,21,578,7
15-Jan-22,3,0,2,0,10,0,25,0,52,0,137,0,266,0,564,0,869,0,578,0
16-Jan-22,3,0,2,0,10,0,25,0,52,0,137,0,266,0,564,0,869,0,578,0
17-Jan-22,3,0,2,0,12,2,26,1,52,0,142,5,271,5,592,28,916,47,603,25
18-Jan-22,3,0,2,0,12,0,26,0,52,0,142,0,271,0,592,0,916,0,603,0
19-Jan-22,3,0,3,1,12,0,29,3,55,3,147,5,279,8,615,23,956,40,629,26
20-Jan-22,3,0,3,0,12,0,29,0,55,0,154,7,285,6,630,15,988,32,646,17
21-Jan-22,3,0,3,0,12,0,29,0,56,1,158,4,293,8,647,17,"1,012",24,660,14
22-Jan-22,3,0,3,0,12,0,29,0,56,0,158,0,293,0,647,0,"1,012",0,660,0
23-Jan-22,3,0,3,0,12,0,29,0,56,0,158,0,293,0,647,0,"1,012",0,660,0
24-Jan-22,3,0,3,0,12,0,32,3,60,4,168,10,303,10,673,26,"1,086",74,698,38
25-Jan-22,3,0,3,0,12,0,34,2,60,0,169,1,307,4,686,13,"1,114",28,720,22
26-Jan-22,3,0,2,-1,13,1,34,0,60,0,171,2,310,3,690,4,"1,129",15,726,6
27-Jan-22,3,0,2,0,13,0,34,0,62,2,172,1,313,3,706,16,"1,167",38,748,22
28-Jan-22,4,1,2,0,13,0,38,4,63,1,173,1,326,13,725,19,"1,220",53,799,51
29-Jan-22,4,0,2,0,13,0,38,0,63,0,173,0,326,0,725,0,"1,220",0,799,0
30-Jan-22,4,0,2,0,13,0,38,0,63,0,173,0,326,0,725,0,"1,220",0,799,0
31-Jan-22,4,0,2,0,13,0,38,0,65,2,177,4,339,13,775,50,"1,299",79,858,59
1-Feb-22,4,0,2,0,12,-1,41,3,65,0,178,1,342,3,788,13,"1,329",30,880,22
2-Feb-22,4,0,2,0,12,0,41,0,66,1,181,3,348,6,796,8,"1,351",22,900,20
3-Feb-22,5,1,2,0,12,0,41,0,66,0,187,6,353,5,815,19,"1,374",23,919,19
4-Feb-22,5,0,2,0,12,0,41,0,66,0,188,1,359,6,831,16,"1,406",32,936,17
5-Feb-22,5,0,2,0,12,0,41,0,66,0,188,0,359,0,831,0,"1,406",0,936,0
6-Feb-22,5,0,2,0,12,0,41,0,66,0,188,0,359,0,831,0,"1,406",0,936,0
7-Feb-22,5,0,2,0,12,0,43,2,70,4,194,6,373,14,873,42,"1,469",63,974,38
8-Feb-22,5,0,2,0,12,0,44,1,70,0,194,0,376,3,883,10,"1,484",15,983,9
9-Feb-22,5,0,2,0,12,0,45,1,71,1,196,2,383,7,892,9,"1,512",28,"1,015",32
10-Feb-22,5,0,2,0,12,0,45,0,72,1,197,1,385,2,898,6,"1,523",11,"1,026",11
11-Feb-22,5,0,3,1,12,0,45,0,73,1,198,1,389,4,909,11,"1,536",13,"1,040",14
