Date,NSW,,VIC,,QLD,,WA,,SA,,TAS,,ACT,,NT,
25-Jan-20,,,,,,,,,,,,,,,,
26-Jan-20,,,,,,,,,,,,,,,,
27-Jan-20,,,,,,,,,,,,,,,,
28-Jan-20,,,,,,,,,,,,,,,,
29-Jan-20,,,,,,,,,,,,,,,,
30-Jan-20,,,,,,,,,,,,,,,,
31-Jan-20,,,,,,,,,,,,,,,,
1-Feb-20,,,,,,,,,,,,,,,,
2-Feb-20,,,,,,,,,,,,,,,,
3-Feb-20,,,,,,,,,,,,,,,,
4-Feb-20,,,,,,,,,,,,,,,,
5-Feb-20,,,,,,,,,,,,,,,,
6-Feb-20,,,,,,,,,,,,,,,,
7-Feb-20,,,,,,,,,,,,,,,,
8-Feb-20,,,,,,,,,,,,,,,,
9-Feb-20,,,,,,,,,,,,,,,,
10-Feb-20,,,,,,,,,,,,,,,,
11-Feb-20,,,,,,,,,,,,,,,,
12-Feb-20,,,,,,,,,,,,,,,,
13-Feb-20,,,,,,,,,,,,,,,,
14-Feb-20,,,,,,,,,,,,,,,,
15-Feb-20,,,,,,,,,,,,,,,,
16-Feb-20,,,,,,,,,,,,,,,,
17-Feb-20,,,,,,,,,,,,,,,,
18-Feb-20,,,,,,,,,,,,,,,,
19-Feb-20,,,,,,,,,,,,,,,,
20-Feb-20,,,,,,,,,,,,,,,,
21-Feb-20,,,,,,,,,,,,,,,,
22-Feb-20,,,,,,,,,,,,,,,,
23-Feb-20,,,,,,,,,,,,,,,,
24-Feb-20,,,,,,,,,,,,,,,,
25-Feb-20,,,,,,,,,,,,,,,,
26-Feb-20,,,,,,,,,,,,,,,,
27-Feb-20,,,,,,,,,,,,,,,,
28-Feb-20,,,,,,,,,,,,,,,,
29-Feb-20,,,,,,,,,,,,,,,,
1-Mar-20,,,,,,,,,,,,,,,,
2-Mar-20,,,,,,,,,,,,,,,,
3-Mar-20,,,,,,,,,,,,,,,,
4-Mar-20,,,,,,,,,,,,,,,,
5-Mar-20,,,,,,,,,,,,,,,,
6-Mar-20,,,,,,,,,,,,,,,,
7-Mar-20,,,,,,,,,,,,,,,,
8-Mar-20,,,,,,,,,,,,,,,,
9-Mar-20,,,,,,,,,,,,,,,,
10-Mar-20,,,,,,,,,,,,,,,,
11-Mar-20,,,,,,,,,,,,,,,,
12-Mar-20,,,,,,,,,,,,,,,,
13-Mar-20,,,,,,,,,,,,,,,,
14-Mar-20,,,,,,,,,,,,,,,,
15-Mar-20,,,,,,,,,,,,,,,,
16-Mar-20,,,5,,,,,,,,,,,,,
17-Mar-20,,,7,2,,,,,,,,,,,,
18-Mar-20,,,6,-1,,,,,,,,,,,,
19-Mar-20,,,7,1,,,,,,,,,,,,
20-Mar-20,,,6,-1,,,4,,,,,,,,,
21-Mar-20,,,5,-1,,,5,1,,,,,,,,
22-Mar-20,,,6,1,,,7,2,,,,,,,,
23-Mar-20,,,6,0,,,12,5,,,,,,,,
24-Mar-20,,,12,6,,,11,-1,,,,,,,,
25-Mar-20,,,12,0,,,11,0,,,,,,,,
26-Mar-20,,,14,2,,,11,0,,,5,,,,,
27-Mar-20,53,,22,8,,,13,2,,,,,,,,
28-Mar-20,,,21,-1,,,14,1,,,,,,,,
29-Mar-20,,,26,5,,,20,6,,,,,,,,
30-Mar-20,,,29,3,,,20,0,,,,,,,,
31-Mar-20,,,29,0,,,54,34,,,,,,,,
1-Apr-20,218,,32,3,66,,54,0,23,,9,,8,,16,
2-Apr-20,231,13,36,4,60,-6,56,2,19,-4,10,1,11,3,18,2
3-Apr-20,209,-22,37,1,54,-6,56,0,18,-1,10,0,12,1,19,1
4-Apr-20,251,42,42,5,47,-7,58,2,19,1,11,1,6,-6,23,4
5-Apr-20,279,28,47,5,43,-4,59,1,20,1,11,0,7,1,24,1
6-Apr-20,249,-30,45,-2,43,0,58,-1,20,0,11,0,7,0,24,0
7-Apr-20,103,-146,47,2,42,-1,54,-4,16,-4,13,2,6,-1,24,0
8-Apr-20,92,-11,45,-2,35,-7,34,-20,16,0,13,0,4,-2,24,0
9-Apr-20,88,-4,50,5,33,-2,34,0,15,-1,15,2,3,-1,24,0
10-Apr-20,83,-5,43,-7,36,3,34,0,15,0,8,-7,4,1,24,0
11-Apr-20,78,-5,44,1,28,-8,39,5,15,0,8,0,4,0,24,0
12-Apr-20,78,0,44,0,30,2,38,-1,14,-1,10,2,3,-1,22,-2
13-Apr-20,77,-1,40,-4,23,-7,38,0,13,-1,11,1,3,0,22,0
14-Apr-20,80,3,40,0,24,1,38,0,11,-2,12,1,3,0,22,0
15-Apr-20,73,-7,39,-1,23,-1,33,-5,10,-1,13,1,2,-1,21,-1
16-Apr-20,64,-9,36,-3,21,-2,33,0,10,0,15,2,2,0,20,-1
17-Apr-20,63,-1,32,-4,19,-2,34,1,7,-3,16,1,2,0,19,-1
18-Apr-20,57,-6,30,-2,22,3,33,-1,7,0,17,1,1,-1,17,-2
19-Apr-20,57,0,29,-1,22,0,28,-5,7,0,18,1,0,-1,16,-1
20-Apr-20,53,-4,28,-1,20,-2,27,-1,6,-1,19,1,1,1,16,0
21-Apr-20,55,2,28,0,21,1,26,-1,5,-1,17,-2,1,0,14,-2
22-Apr-20,50,-5,29,1,20,-1,25,-1,4,-1,18,1,1,0,14,0
23-Apr-20,47,-3,27,-2,20,0,24,-1,4,0,16,-2,1,0,13,-1
24-Apr-20,43,-4,27,0,18,-2,20,-4,4,0,16,0,0,-1,10,-3
25-Apr-20,39,-4,24,-3,18,0,24,4,4,0,14,-2,1,1,5,-5
26-Apr-20,37,-2,21,-3,18,0,16,-8,4,0,13,-1,1,0,5,0
27-Apr-20,35,-2,23,2,15,-3,16,0,4,0,14,1,1,0,5,0
28-Apr-20,33,-2,23,0,14,-1,16,0,4,0,14,0,0,-1,5,0
29-Apr-20,28,-5,18,-5,12,-2,14,-2,4,0,14,0,0,0,3,-2
30-Apr-20,27,-1,18,0,11,-1,13,-1,3,-1,14,0,0,0,3,0
1-May-20,27,0,16,-2,11,0,11,-2,3,0,12,-2,0,0,3,0
2-May-20,28,1,12,-4,10,-1,8,-3,3,0,13,1,0,0,5,2
3-May-20,27,-1,12,0,9,-1,8,0,3,0,11,-2,0,0,5,0
4-May-20,27,0,11,-1,9,0,7,-1,3,0,8,-3,0,0,5,0
5-May-20,25,-2,12,1,9,0,7,0,2,-1,8,0,0,0,3,-2
6-May-20,25,0,8,-4,9,0,7,0,2,0,8,0,0,0,3,0
7-May-20,24,-1,8,0,8,-1,6,-1,2,0,8,0,0,0,2,-1
8-May-20,23,-1,8,0,9,1,4,-2,2,0,8,0,0,0,2,0
9-May-20,20,-3,7,-1,9,0,4,0,1,-1,8,0,0,0,2,0
10-May-20,13,-7,7,0,8,-1,4,0,1,0,8,0,0,0,2,0
11-May-20,20,7,7,0,7,-1,4,0,1,0,8,0,0,0,2,0
12-May-20,19,-1,8,1,7,0,2,-2,1,0,8,0,0,0,2,0
13-May-20,22,3,9,1,7,0,1,-1,1,0,8,0,0,0,2,0
14-May-20,23,1,9,0,7,0,1,0,1,0,8,0,0,0,2,0
15-May-20,22,-1,9,0,6,-1,0,-1,1,0,6,-2,0,0,2,0
16-May-20,22,0,11,2,5,-1,1,1,1,0,7,1,0,0,2,0
17-May-20,22,0,11,0,5,0,1,0,1,0,8,1,0,0,2,0
18-May-20,22,0,9,-2,4,-1,1,0,1,0,6,-2,0,0,2,0
19-May-20,22,0,11,2,4,0,1,0,1,0,6,0,0,0,2,0
20-May-20,20,-2,10,-1,4,0,0,-1,1,0,6,0,0,0,2,0
21-May-20,20,0,10,0,4,0,0,0,1,0,5,-1,0,0,1,-1
22-May-20,20,0,10,0,4,0,0,0,0,-1,4,-1,0,0,1,0
23-May-20,17,-3,10,0,4,0,0,0,0,0,4,0,0,0,0,-1
24-May-20,16,-1,9,-1,4,0,0,0,0,0,4,0,0,0,0,0
25-May-20,15,-1,8,-1,4,0,0,0,0,0,4,0,0,0,0,0
26-May-20,14,-1,8,0,4,0,0,0,0,0,4,0,0,0,0,0
27-May-20,14,0,8,0,4,0,0,0,0,0,4,0,0,0,0,0
28-May-20,13,-1,8,0,4,0,0,0,0,0,4,0,0,0,0,0
29-May-20,13,0,7,-1,1,-3,0,0,0,0,2,-2,0,0,0,0
30-May-20,12,-1,7,0,1,0,0,0,0,0,2,0,0,0,0,0
31-May-20,11,-1,6,-1,1,0,0,0,0,0,2,0,0,0,0,0
1-Jun-20,10,-1,6,0,1,0,1,1,0,0,2,0,0,0,0,0
2-Jun-20,11,1,9,3,2,1,2,1,0,0,2,0,0,0,0,0
3-Jun-20,11,0,9,0,2,0,1,-1,0,0,2,0,0,0,0,0
4-Jun-20,11,0,7,-2,2,0,0,-1,0,0,2,0,0,0,0,0
5-Jun-20,10,-1,7,0,2,0,0,0,0,0,2,0,0,0,0,0
6-Jun-20,9,-1,8,1,2,0,0,0,0,0,2,0,0,0,0,0
7-Jun-20,9,0,6,-2,2,0,0,0,0,0,1,-1,0,0,0,0
8-Jun-20,9,0,7,1,2,0,0,0,0,0,1,0,0,0,0,0
9-Jun-20,9,0,7,0,2,0,0,0,0,0,0,-1,0,0,0,0
10-Jun-20,9,0,9,2,1,-1,0,0,0,0,1,1,0,0,0,0
11-Jun-20,10,1,6,-3,1,0,0,0,0,0,1,0,0,0,0,0
12-Jun-20,10,0,5,-1,2,1,0,0,0,0,0,-1,0,0,0,0
13-Jun-20,9,-1,5,0,2,0,0,0,0,0,0,0,0,0,0,0
14-Jun-20,9,0,6,1,1,-1,0,0,0,0,0,0,0,0,0,0
15-Jun-20,9,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0
16-Jun-20,10,1,6,-1,1,0,0,0,0,0,0,0,0,0,0,0
17-Jun-20,10,0,5,-1,1,0,0,0,0,0,0,0,0,0,0,0
18-Jun-20,9,-1,4,-1,1,0,0,0,0,0,0,0,0,0,0,0
19-Jun-20,9,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0
20-Jun-20,10,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0
21-Jun-20,8,-2,7,1,1,0,0,0,0,0,0,0,0,0,0,0
22-Jun-20,8,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0
23-Jun-20,9,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0
24-Jun-20,8,-1,7,-2,1,0,0,0,0,0,0,0,0,0,0,0
25-Jun-20,8,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0
26-Jun-20,4,-4,6,-1,2,1,0,0,0,0,0,0,0,0,0,0
27-Jun-20,5,1,5,-1,2,0,0,0,0,0,0,0,0,0,0,0
28-Jun-20,3,-2,7,2,1,-1,0,0,0,0,0,0,0,0,0,0
29-Jun-20,5,2,9,2,1,0,0,0,0,0,0,0,0,0,0,0
30-Jun-20,4,-1,9,0,1,0,0,0,0,0,0,0,0,0,0,0
1-Jul-20,2,-2,15,6,1,0,0,0,0,0,0,0,0,0,0,0
2-Jul-20,2,0,20,5,1,0,0,0,0,0,0,0,0,0,1,1
3-Jul-20,2,0,23,3,1,0,0,0,0,0,0,0,0,0,1,0
4-Jul-20,2,0,25,2,1,0,0,0,0,0,0,0,0,0,1,0
5-Jul-20,2,0,26,1,1,0,0,0,0,0,0,0,0,0,1,0
6-Jul-20,1,-1,31,5,1,0,0,0,0,0,0,0,0,0,1,0
7-Jul-20,2,1,35,4,1,0,0,0,0,0,0,0,0,0,1,0
8-Jul-20,3,1,41,6,1,0,0,0,0,0,0,0,0,0,1,0
9-Jul-20,3,0,40,-1,1,0,0,0,0,0,0,0,0,0,1,0
10-Jul-20,4,1,47,7,1,0,0,0,0,0,0,0,0,0,2,1
11-Jul-20,3,-1,49,2,1,0,0,0,0,0,0,0,0,0,2,0
12-Jul-20,7,4,57,8,1,0,0,0,0,0,0,0,0,0,2,0
13-Jul-20,17,10,72,15,1,0,0,0,0,0,0,0,0,0,2,0
14-Jul-20,2,-15,85,13,1,0,0,0,0,0,0,0,0,0,2,0
15-Jul-20,2,0,105,20,1,0,1,1,0,0,0,0,0,0,2,0
16-Jul-20,2,0,109,4,1,0,1,0,0,0,0,0,0,0,1,-1
17-Jul-20,2,0,122,13,1,0,0,-1,0,0,0,0,0,0,1,0
18-Jul-20,3,1,110,-12,1,0,0,0,0,0,0,0,0,0,1,0
19-Jul-20,2,-1,130,20,1,0,1,1,0,0,0,0,0,0,1,0
20-Jul-20,5,3,147,17,2,1,1,0,0,0,0,0,0,0,1,0
21-Jul-20,4,-1,174,27,2,0,1,0,0,0,0,0,0,0,1,0
22-Jul-20,5,1,205,31,2,0,0,-1,0,0,1,1,0,0,1,0
23-Jul-20,6,1,201,-4,2,0,0,0,0,0,1,0,0,0,1,0
24-Jul-20,7,1,206,5,2,0,0,0,0,0,1,0,0,0,1,0
25-Jul-20,6,-1,229,23,2,0,0,0,0,0,1,0,0,0,1,0
26-Jul-20,9,3,228,-1,2,0,0,0,0,0,1,0,0,0,1,0
27-Jul-20,10,1,245,17,2,0,0,0,0,0,1,0,0,0,1,0
28-Jul-20,11,1,260,15,2,0,0,0,0,0,1,0,0,0,1,0
29-Jul-20,10,-1,307,47,4,2,0,0,0,0,1,0,0,0,1,0
30-Jul-20,11,1,312,5,5,1,0,0,0,0,1,0,0,0,1,0
31-Jul-20,11,0,349,37,5,0,0,0,0,0,0,-1,0,0,1,0
1-Aug-20,13,2,379,30,6,1,0,0,0,0,0,0,0,0,3,2
2-Aug-20,13,0,385,6,7,1,0,0,0,0,0,0,0,0,3,0
3-Aug-20,13,0,416,31,7,0,0,0,0,0,0,0,0,0,3,0
4-Aug-20,17,4,456,40,7,0,0,0,0,0,0,0,0,0,3,0
5-Aug-20,20,3,538,82,5,-2,0,0,0,0,0,0,0,0,3,0
6-Aug-20,16,-4,575,37,6,1,0,0,0,0,0,0,0,0,3,0
7-Aug-20,15,-1,607,32,6,0,0,0,1,1,0,0,0,0,3,0
8-Aug-20,15,0,636,29,4,-2,0,0,1,0,0,0,0,0,3,0
9-Aug-20,17,2,634,-2,4,0,0,0,0,-1,0,0,0,0,3,0
10-Aug-20,17,0,640,6,4,0,0,0,0,0,0,0,0,0,3,0
11-Aug-20,17,0,650,10,4,0,0,0,0,0,0,0,0,0,2,-1
12-Aug-20,17,0,662,12,4,0,0,0,0,0,1,1,0,0,2,0
13-Aug-20,15,-2,664,2,4,0,0,0,0,0,1,0,0,0,2,0
14-Aug-20,14,-1,659,-5,3,-1,0,0,0,0,1,0,0,0,2,0
15-Aug-20,16,2,661,2,3,0,0,0,0,0,1,0,0,0,0,-2
16-Aug-20,14,-2,662,1,3,0,0,0,0,0,1,0,0,0,0,0
17-Aug-20,13,-1,657,-5,3,0,0,0,0,0,1,0,0,0,0,0
18-Aug-20,13,0,665,8,3,0,0,0,0,0,1,0,0,0,0,0
19-Aug-20,15,2,675,10,3,0,0,0,0,0,1,0,0,0,0,0
20-Aug-20,16,1,622,-53,5,2,0,0,0,0,1,0,0,0,0,0
21-Aug-20,16,0,626,4,4,-1,0,0,0,0,1,0,0,0,0,0
22-Aug-20,15,-1,610,-16,5,1,0,0,0,0,1,0,0,0,0,0
23-Aug-20,13,-2,585,-25,5,0,0,0,0,0,1,0,0,0,0,0
24-Aug-20,14,1,629,44,15,10,0,0,0,0,1,0,0,0,0,0
25-Aug-20,10,-4,617,-12,16,1,0,0,0,0,1,0,0,0,0,0
26-Aug-20,10,0,578,-39,14,-2,0,0,0,0,1,0,0,0,0,0
27-Aug-20,11,1,532,-46,14,0,0,0,0,0,1,0,0,0,0,0
28-Aug-20,12,1,513,-19,17,3,0,0,0,0,1,0,0,0,0,0
29-Aug-20,10,-2,481,-32,18,1,0,0,0,0,1,0,0,0,0,0
30-Aug-20,9,-1,472,-9,19,1,0,0,0,0,1,0,0,0,0,0
31-Aug-20,9,0,453,-19,18,-1,0,0,0,0,1,0,0,0,0,0
1-Sep-20,10,1,421,-32,18,0,0,0,0,0,1,0,0,0,0,0
2-Sep-20,10,0,406,-15,16,-2,0,0,0,0,0,-1,0,0,0,0
3-Sep-20,12,2,361,-45,18,2,0,0,0,0,0,0,0,0,0,0
4-Sep-20,13,1,329,-32,15,-3,0,0,0,0,0,0,0,0,0,0
5-Sep-20,14,1,298,-31,14,-1,0,0,0,0,0,0,0,0,0,0
6-Sep-20,14,0,283,-15,13,-1,0,0,0,0,0,0,0,0,0,0
7-Sep-20,13,-1,266,-17,15,2,0,0,0,0,0,0,0,0,0,0
8-Sep-20,13,0,238,-28,12,-3,0,0,0,0,0,0,0,0,0,0
9-Sep-20,14,1,196,-42,10,-2,1,1,0,0,0,0,0,0,0,0
10-Sep-20,15,1,169,-27,10,0,1,0,0,0,0,0,0,0,0,0
11-Sep-20,12,-3,140,-29,10,0,0,-1,0,0,0,0,0,0,0,0
12-Sep-20,12,0,126,-14,13,3,0,0,0,0,0,0,0,0,0,0
13-Sep-20,12,0,116,-10,9,-4,0,0,0,0,0,0,0,0,0,0
14-Sep-20,10,-2,122,6,9,0,0,0,0,0,0,0,0,0,0,0
15-Sep-20,12,2,118,-4,9,0,0,0,0,0,0,0,0,0,0,0
16-Sep-20,11,-1,107,-11,8,-1,0,0,0,0,0,0,0,0,0,0
17-Sep-20,12,1,97,-10,8,0,0,0,0,0,0,0,0,0,0,0
18-Sep-20,11,-1,90,-7,7,-1,0,0,0,0,0,0,0,0,0,0
19-Sep-20,12,1,89,-1,5,-2,0,0,0,0,0,0,0,0,0,0
20-Sep-20,11,-1,94,5,4,-1,0,0,0,0,0,0,0,0,0,0
21-Sep-20,11,0,92,-2,4,0,0,0,0,0,0,0,0,0,0,0
22-Sep-20,12,1,83,-9,4,0,1,1,0,0,0,0,0,0,0,0
23-Sep-20,11,-1,75,-8,2,-2,1,0,0,0,0,0,0,0,0,0
24-Sep-20,11,0,67,-8,2,0,1,0,0,0,0,0,0,0,0,0
25-Sep-20,10,-1,58,-9,2,0,1,0,0,0,0,0,0,0,0,0
26-Sep-20,9,-1,53,-5,5,3,1,0,0,0,0,0,0,0,0,0
27-Sep-20,9,0,51,-2,5,0,0,-1,0,0,0,0,0,0,0,0
28-Sep-20,8,-1,49,-2,5,0,0,0,0,0,0,0,0,0,0,0
29-Sep-20,9,1,46,-3,5,0,0,0,0,0,0,0,0,0,0,0
30-Sep-20,8,-1,44,-2,3,-2,0,0,0,0,0,0,0,0,0,0
1-Oct-20,9,1,38,-6,3,0,0,0,0,0,0,0,0,0,0,0
2-Oct-20,8,-1,38,0,5,2,0,0,0,0,0,0,0,0,0,0
3-Oct-20,10,2,34,-4,5,0,0,0,0,0,0,0,0,0,0,0
4-Oct-20,10,0,31,-3,5,0,0,0,0,0,0,0,0,0,0,0
5-Oct-20,11,1,30,-1,5,0,0,0,0,0,0,0,0,0,0,0
6-Oct-20,10,-1,21,-9,6,1,0,0,0,0,0,0,0,0,0,0
7-Oct-20,10,0,16,-5,6,0,0,0,0,0,0,0,0,0,0,0
8-Oct-20,10,0,17,1,4,-2,0,0,0,0,0,0,0,0,0,0
9-Oct-20,7,-3,17,0,4,0,0,0,0,0,0,0,0,0,0,0
10-Oct-20,7,0,21,4,3,-1,0,0,0,0,0,0,0,0,0,0
11-Oct-20,7,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0
12-Oct-20,7,0,21,0,3,0,1,1,0,0,0,0,0,0,0,0
13-Oct-20,7,0,23,2,1,-2,0,-1,0,0,0,0,0,0,0,0
14-Oct-20,4,-3,23,0,1,0,0,0,0,0,0,0,0,0,0,0
15-Oct-20,4,0,21,-2,1,0,0,0,0,0,0,0,0,0,0,0
16-Oct-20,5,1,14,-7,1,0,0,0,0,0,0,0,0,0,0,0
17-Oct-20,3,-2,13,-1,2,1,0,0,0,0,0,0,0,0,0,0
18-Oct-20,2,-1,12,-1,2,0,0,0,0,0,0,0,0,0,0,0
19-Oct-20,3,1,12,0,2,0,0,0,0,0,0,0,0,0,0,0
20-Oct-20,4,1,11,-1,2,0,0,0,0,0,0,0,0,0,0,0
21-Oct-20,4,0,10,-1,2,0,0,0,0,0,0,0,0,0,0,0
22-Oct-20,5,1,9,-1,2,0,0,0,0,0,0,0,0,0,0,0
23-Oct-20,7,2,8,-1,4,2,1,1,0,0,0,0,0,0,0,0
24-Oct-20,6,-1,8,0,4,0,0,-1,0,0,0,0,0,0,0,0
25-Oct-20,6,0,7,-1,4,0,0,0,0,0,0,0,0,0,0,0
26-Oct-20,8,2,7,0,2,-2,0,0,0,0,0,0,0,0,0,0
27-Oct-20,8,0,5,-2,2,0,0,0,0,0,0,0,0,0,0,0
28-Oct-20,7,-1,3,-2,3,1,0,0,0,0,0,0,0,0,0,0
29-Oct-20,7,0,5,2,3,0,0,0,0,0,0,0,0,0,4,4
30-Oct-20,7,0,5,0,3,0,0,0,0,0,0,0,0,0,5,1
31-Oct-20,6,-1,2,-3,4,1,0,0,0,0,0,0,0,0,5,0
1-Nov-20,6,0,2,0,4,0,0,0,0,0,0,0,0,0,5,0
2-Nov-20,6,0,2,0,3,-1,0,0,0,0,0,0,0,0,5,0
3-Nov-20,5,-1,2,0,3,0,0,0,0,0,0,0,0,0,5,0
4-Nov-20,5,0,2,0,8,5,0,0,0,0,0,0,0,0,5,0
5-Nov-20,6,1,2,0,8,0,0,0,0,0,0,0,0,0,5,0
6-Nov-20,4,-2,2,0,8,0,0,0,0,0,0,0,0,0,6,1
7-Nov-20,3,-1,2,0,8,0,0,0,0,0,0,0,0,0,6,0
8-Nov-20,3,0,2,0,8,0,0,0,0,0,0,0,0,0,6,0
9-Nov-20,3,0,2,0,8,0,0,0,0,0,0,0,0,0,7,1
10-Nov-20,3,0,2,0,8,0,0,0,0,0,0,0,0,0,7,0
11-Nov-20,4,1,2,0,8,0,0,0,1,1,0,0,0,0,7,0
12-Nov-20,4,0,2,0,7,-1,0,0,1,0,0,0,0,0,8,1
13-Nov-20,4,0,2,0,7,0,0,0,1,0,0,0,0,0,8,0
14-Nov-20,4,0,2,0,6,-1,0,0,1,0,0,0,0,0,8,0
15-Nov-20,5,1,2,0,6,0,0,0,1,0,0,0,0,0,8,0
16-Nov-20,4,-1,2,0,8,2,0,0,2,1,0,0,0,0,8,0
17-Nov-20,4,0,2,0,8,0,0,0,1,-1,0,0,0,0,8,0
18-Nov-20,2,-2,2,0,9,1,0,0,1,0,0,0,0,0,8,0
19-Nov-20,2,0,2,0,12,3,0,0,3,2,0,0,0,0,7,-1
20-Nov-20,2,0,1,-1,11,-1,0,0,2,-1,0,0,0,0,7,0
21-Nov-20,3,1,1,0,13,2,0,0,1,-1,0,0,0,0,7,0
22-Nov-20,2,-1,1,0,12,-1,0,0,1,0,0,0,0,0,6,-1
23-Nov-20,2,0,1,0,11,-1,0,0,1,0,0,0,0,0,6,0
24-Nov-20,3,1,0,-1,15,4,0,0,1,0,0,0,0,0,6,0
25-Nov-20,3,0,0,0,14,-1,0,0,1,0,0,0,0,0,6,0
26-Nov-20,3,0,0,0,14,0,0,0,1,0,0,0,0,0,6,0
27-Nov-20,2,-1,0,0,13,-1,0,0,1,0,0,0,0,0,6,0
28-Nov-20,2,0,0,0,13,0,0,0,0,-1,0,0,0,0,6,0
29-Nov-20,2,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0
30-Nov-20,3,1,0,0,13,0,0,0,0,0,0,0,0,0,6,0
1-Dec-20,3,0,0,0,11,-2,0,0,0,0,0,0,0,0,7,1
2-Dec-20,3,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0
3-Dec-20,4,1,0,0,9,-2,0,0,0,0,0,0,0,0,13,6
4-Dec-20,4,0,0,0,10,1,0,0,0,0,0,0,0,0,13,0
5-Dec-20,5,1,0,0,10,0,0,0,0,0,0,0,0,0,13,0
6-Dec-20,5,0,0,0,11,1,0,0,0,0,0,0,0,0,13,0
7-Dec-20,4,-1,0,0,16,5,0,0,0,0,0,0,0,0,13,0
8-Dec-20,3,-1,0,0,21,5,0,0,0,0,0,0,0,0,13,0
9-Dec-20,3,0,0,0,20,-1,0,0,0,0,0,0,0,0,9,-4
10-Dec-20,3,0,0,0,22,2,0,0,0,0,3,3,0,0,10,1
11-Dec-20,3,0,0,0,22,0,0,0,0,0,3,0,0,0,10,0
12-Dec-20,4,1,0,0,23,1,0,0,0,0,0,-3,0,0,10,0
13-Dec-20,2,-2,0,0,21,-2,0,0,0,0,0,0,0,0,11,1
14-Dec-20,3,1,0,0,19,-2,0,0,0,0,0,0,0,0,6,-5
15-Dec-20,4,1,0,0,19,0,0,0,0,0,0,0,0,0,8,2
16-Dec-20,4,0,0,0,17,-2,0,0,0,0,0,0,0,0,7,-1
17-Dec-20,5,1,0,0,15,-2,0,0,0,0,0,0,0,0,9,2
18-Dec-20,3,-2,0,0,11,-4,0,0,0,0,0,0,0,0,10,1
19-Dec-20,3,0,0,0,10,-1,0,0,0,0,0,0,0,0,12,2
20-Dec-20,3,0,0,0,11,1,0,0,0,0,0,0,0,0,12,0
21-Dec-20,4,1,0,0,10,-1,0,0,0,0,0,0,0,0,9,-3
22-Dec-20,3,-1,0,0,10,0,0,0,0,0,0,0,0,0,9,0
23-Dec-20,2,-1,0,0,9,-1,0,0,0,0,0,0,0,0,9,0
